id,name,category,identity_verified,website_verified,fees_verified,placements_verified,seats_verified,cutoffs_verified,rankings_verified,primary_source_fees,primary_source_placements,primary_source_seats,fees_status,placements_status,seats_status
"C-25191","Sine International Institute of Technology,Jaipur","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-49441","VELLORE INSTITUTE OF TECHNOLOGY, CHENNAI","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","legacy"
"CORE-VELLOREINSTITUTEOFTECHNOLOGY","Vellore Institute of Technology","Legacy Core","true","true","true","","","","true","VIT Vellore Fee Structure 2024-25","None","None","official_verified","unavailable","legacy"
"U-0945","Vellore Institute of Technology - Andhra Pradesh","Legacy Core","true","true","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","NIRF 2024","None","official_verified","legacy","legacy"
"U-0490","Vellore Institute of Technology, Vellore","Legacy Core","true","true","true","true","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","official_verified","legacy"
"S-17597","Vellore Institute of Technology-Andhra Pradesh(VIT-AP), Amaravti","Legacy Core","true","","true","","","","true","APSCHE EAPCET 2024 G.O. Ms. No. 17","NIRF 2024","None","official_verified","legacy","legacy"
"U-0334","Visvesvaraya National Institute of Technology, Nagpur","NIT","true","true","true","","","","true","VNIT Nagpur Fee Structure 2024-25","None","None","official_verified","unavailable","unavailable"
"C-29455","College of Basic Sciences & Humanities","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Haryana (2024-25)","None","None","legacy","unavailable","unavailable"
"C-10981","Vishwakarma Dadasaheb Chavan Institute of Management and Research,Malawadi","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-10990","Shrimant Jayashrimaladevi Naik Nimbalkar Institute of Management Studies, Phaltan","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-10996","Kolhapur Institute of Technology's College of Engineering (Autonomous),  GOKUL-SHIRGAON","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-8838","SES'S R.C.PATEL INSTITUTE OF TECHNOLOGY, SHIRPUR","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-11017","Abasaheb Garware Institute of Management Studies S.T. Stand, Khanbhag,","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11094","Karmaveer Bahurao Patil Institute of Management  Studies & Research,","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11110","Sharad Institute of Technology College of Engineering, Gat","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-11115","Vasantraodada Patil Institute of Management Studies and Research, Sangli Miraj Road,","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11134","Vasudeo Gavade Education and Charitable Trust Ideal Institute of Management, Kondigre, Gat","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-11164","Deccan Education Society's Chintamanrao Institute of Management Development and Research, Sangli","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-11169","Gauri Shankar Education & Charitable Trust Gauri Shankar Institute of Management Sciences, Limb,","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11175","Krishna Foundation Sanchalit Jayawant Institute of Management, Vathar","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-34550","Aditya Institute of Management & Research Centre, Telegaon Road.","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11208","Rajarambapu Institute of Technology, Rajaramnagar, SAKHARALE","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-34578","Millennium Institute of Management, Rauza Bagh, Aurangabad.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11238","Venkateshwara Institute of Management, Peth Naka","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-35405","Chitamber School of Humanities & Social Sciences","Legacy Core","true","","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-113","GIDC Rajju Shroff Rofel Institute of Management Studies-Vapi (SFI) 716","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-41267","Arihant Institute of Management Studies AIMS SHL Court, Near Pulgate Bus Stand, Camp, Pune 411001","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-41324","Mitcon Institute of Management, Balewadi, Pune 411045","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11535","LLR Institute of Management, Jabli-Kyar, PO Oachghat, Distt Solan","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Himachal Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-41425","P.G.K.M.S. Institute of Management,Pune 411011","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-1155","Shree JM Patel Institute of Studies & Research in Humanities, Anand","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11648","St. Stephen's College, Uzhavoor 686 634","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11651","Govt. College, Tripunithura - 682 301","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11676","RLV College of Music and Fine Arts, Tripunithura","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11679","Govt. Sanskrit College, Tripunithura -682 301","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11691","Rajagiri College of Social Sciences, Kalamassery 683 104","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11734","Rajiv Gandhi Institute of Technology, Velloor P.O.,Pampady. Kottayam - 689 501","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-11787","Chinmaya College of Arts, Commerce and Science, Layam Road, Tripunithura,Kochi","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11798","Govt. Ayurveda College, Dhanwanthari Nagar, Tripunithura 682 301","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Kerala (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11810","Mar Baselious Institute of Technology and Science, Nellimattom. P.O,Kothamangalam - 686 693","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","NIRF 2024","None","official_verified","legacy","unavailable"
"C-11881","St. Xavier's College","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-46649","M E S S IDEAL INSTITUTE OF MANAGEMENT AND COMPUTER APPLICATION TECHNICAL CAMPUS, PUNE","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-46684","SHAMBHUNATH INSTITUTE OF MANAGEMENT, ALLAHABAD","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-11920","Women's Christian College","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-11926","Ramakrishna Mission Vidyamandira","Legacy Core","true","true","","","","","true","Fee Regulation Slab — West Bengal (2024-25)","None","None","legacy","unavailable","unavailable"
"C-46908","HIMALAYAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-11964","Scottish Church College","Legacy Core","true","true","","","","","true","Fee Regulation Slab — West Bengal (2024-25)","None","None","legacy","unavailable","unavailable"
"C-11991","Bethune College","Legacy Core","true","true","","","","","true","Fee Regulation Slab — West Bengal (2024-25)","None","None","legacy","unavailable","unavailable"
"C-12029","Invertis Institute of Management Studies","Legacy Core","true","","","","","","true","Fee Regulation Slab — Uttar Pradesh (2024-25)","None","None","legacy","unavailable","unavailable"
"C-49305","S.P.MEMORIAL INSTITUTE OF TECHNOLOGY,KAUSHAMBI","Legacy Core","true","true","true","","","","true","AFRC UP 2024-25 Official Order","None","None","official_verified","unavailable","unavailable"
"C-12089","DR. OM PRAKASH INSTITUTE OF MANAGEMENT & TECH.,","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","unavailable"
"C-1375","S C T Institute of Technology, BANGALORE","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-1230","Ekalavya Institute of Technology,  CHAMARAJANAGAR","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-1235","Sai Vidya Institute of Technology, BANGALORE","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-1236","Bearys Institute of Technology, MANGALORE","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-1238","V.T.U Extension Center, N M A M Institute of Technology,  Nitte","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-1240","B T L Institute of Technology Management, BANGALORE","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","NIRF 2024","None","official_verified","legacy","legacy"
"C-1241","H M S Institute of Technology, Tumakuru","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-1242","Navodaya Institute of Technology, RAICHUR","Legacy Core","true","true","true","","","","true","KEA UGCET 2024 Notification","None","None","official_verified","unavailable","legacy"
"C-65929","NAVYUG DIPLOMA IN HEALTH AND SANITARY INSPECTOR","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Gujarat (2024-25)","None","None","legacy","unavailable","unavailable"
"C-8811","200023-DES'S INSTITUTE OF MANAGEMENT, DHULE.","Legacy Core","true","","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-8939","230035-PSGVPS'S INSTITUTE OF MANAGEMENT, SHAHADA.","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Maharashtra (2024-25)","None","None","legacy","unavailable","unavailable"
"C-10131","ANNAPOORNA INSTITUTE OF MANAGEMENT RESEARCH, SANKESHWAR (PG)","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
"C-10224","Aarupadai Veedu Institute of Technology","Legacy Core","true","true","true","","","","true","TNEA 2024 Official Notification","None","None","official_verified","unavailable","legacy"
"C-20644","United Mission Degree College, Mission Road, Bangalore-27","Legacy Core","true","true","","","","","true","Fee Regulation Slab — Karnataka (2024-25)","None","None","legacy","unavailable","unavailable"
