cei_id,institution_name,category,state,district,university_affiliation,source_year,verification_status,aishe_code,naac_grade,established_year
CEI-IN-71F63AE72E84,"CT Institute of Technology, Shahpur",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10394,,2008
CEI-IN-F92BE07F8918,Anand Institute Of Management and Information Science,College,Gujarat,Anand,,2020-21,VERIFIED,C-104,,2004
CEI-IN-0BDD80404CA7,SHREE RAMBA DISTRICT INSTITUTE OF EDUCATION & TRAINING -PORBANDAR,College,Gujarat,Porbandar,,2020-21,VERIFIED,C-1040,,1955
CEI-IN-85CD0970BEE9,"Sri Sai Iqbal College of Management and IT, Badhani",College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10503,,2001
CEI-IN-35FC0F0C0ED0,Galaxy Global Educational Trust's Group of Institutions,College,Haryana,Ambala,,2020-21,VERIFIED,C-10525,,2009
CEI-IN-F6FF18CC96E7,ICL Institute of Hotel Management & Catering Technology,College,Haryana,Ambala,,2020-21,VERIFIED,C-10542,,2009
CEI-IN-B0FDCD8313FA,"Government College, Naraingarh",College,Haryana,Ambala,,2020-21,VERIFIED,C-10543,,1981
CEI-IN-F62FEE629D21,Shri Ganesh College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10544,,2007
CEI-IN-7E4F7CD196B7,NNSS Samalkha Group of Institutions,College,Haryana,Panipat,,2020-21,VERIFIED,C-10613,,2009
CEI-IN-3DE8B3DB427F,Navyug College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10692,,2008
CEI-IN-1753D83E692E,"Government College, Bapauli",College,Haryana,Panipat,,2020-21,VERIFIED,C-10697,,2010
CEI-IN-7E1B22D3BC8F,Ram Narayan Institute of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10758,,2007
CEI-IN-E6A22A0D1BD9,Partap College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10782,,2010
CEI-IN-448BAF241CF1,"Amar Nath Bhagat Jai Ram Kanya Mahavidyalaya, Sherda",College,Haryana,Kaithal,,2020-21,VERIFIED,C-10789,,2004
CEI-IN-01D5E83C984B,S K PATEL INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-1081,,1998
CEI-IN-3401A2975879,Hari Om Shiv Om College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10824,,2007
CEI-IN-F0E81AFC6ED0,"Ch. Devi Lal Memorial Girls College, Sewah",College,Haryana,Panipat,,2020-21,VERIFIED,C-10840,,2004
CEI-IN-5622C776B648,"Guru Nanak Khalsa Institute of Technology and Management Technical Campus, Yamuna Nagar",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10843,,1999
CEI-IN-2DE74F6D0C82,Dharamjeevi Institute of Professional Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10847,,2008
CEI-IN-441C202B7EF8,"Maratha Mandals Arts and Commerce College, Khanapu",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10138,,1979
CEI-IN-F3AB79F71DC7,"KRCES'S GGD ARTS, BMP COMMERCE SVS SCIENCE COLLEGE,  BAILHONGAL",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10160,,1968
CEI-IN-9512C7397306,"GOVT FIRST GRADE COLLEGE,   BASAVANBAGEWADI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10210,,2007
CEI-IN-E26680ACDF12,School of Petroleum Technology,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10230,,-
CEI-IN-57FBD9A7554C,School of Liberal Studies,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10231,,-
CEI-IN-88CA03CD43F9,"Doaba Khalsa trust group of Institutions, Chhokran",College,Punjab,Shahid Bhagat Singh Nagar,,2020-21,VERIFIED,C-10290,,2009
CEI-IN-86F74E06F8EB,"satyam Institute of Management and Technology, Nakodar",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10330,,2008
CEI-IN-FB39652EE3C2,"Sri Sukhmani Institute of Engg. and Technology, Dera Bassi",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10348,,1998
CEI-IN-101BBBF01403,"Guru Nanak Dev Engineering College, Ludhiana",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10381,,1956
CEI-IN-0E7C94C83FD0,"Apeejay Institute of Management & Engineering Technical Campus, Jalandhar",College,Punjab,Jalandhar,,2020-21,VERIFIED,C-10383,,1997
CEI-IN-362636E5A31D,"Punjab College of Technical Education, Baddowal",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10418,,1999
CEI-IN-46AB4D9D0B88,Doaba Women Institute of Engg. & Technology,College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10424,,2008
CEI-IN-6335644FEA24,Sardar Chanan singh Ghuman Memorial College of Educaton,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10588,,2008
CEI-IN-12FD25E6DB0F,Hindu Kanya Mahavidyalaya,College,Haryana,Jind,,2020-21,VERIFIED,C-10602,,1970
CEI-IN-11111B6A734D,B.R.College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10660,,2007
CEI-IN-8576605452CF,"Mahadev Desai Samaj Seva Mahavidyalaya, Ahmedabad",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1068,,-
CEI-IN-ADFA0A3BB9FB,Choudhary Matu Ram College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10738,,2007
CEI-IN-FE6E12B4DC84,G.D.R. College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10754,,2007
CEI-IN-41FF88B98863,Dr. B.R. Ambedkar Govt. College,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10779,,2007
CEI-IN-63A1AF508A7D,"S.D. Mahila Mahavidyalaya, Narwana",College,Haryana,Jind,,2020-21,VERIFIED,C-10864,,1973
CEI-IN-15A4F297B99B,"PES &T BIMS DEGREE COLLEGE, BELGAUM",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10193,,2005
CEI-IN-9F536D56A85B,"SHRI P.S. ARTS AND COMMERCE DEGREE COLLEGE, SUREBAN",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10204,,2011
CEI-IN-3B298D1A030E,Vinayaka Mission's Annapoorana College of Nursing,College,Tamil Nadu,Salem,,2020-21,VERIFIED,C-10218,,1992
CEI-IN-552CC366247F,School of Petroleum Management,College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-10234,,-
CEI-IN-B6F439046A69,"Chandigarh Business school of Administration, Landran",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10245,,2007
CEI-IN-2FE43F65DBEC,"Chandigarh College of Hospitality, Landran",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10249,,2005
CEI-IN-4493FFDEFEE0,"Swift School of Pharmacy, Ghaggar",College,Punjab,Patiala,,2020-21,VERIFIED,C-10263,,2008
CEI-IN-059C14D82BD5,Jamna Devi Institute of Management and Technology,College,Punjab,Sri Muktsar Sahib,,2020-21,VERIFIED,C-10271,,1998
CEI-IN-F243871B899A,Baba Isher Singh Institute of Technology VPO-Gagra,College,Punjab,Moga,,2020-21,VERIFIED,C-10282,,2001
CEI-IN-8A1CDAE2109E,"Hoshiarpur Institute of management and Technology, Vill Bhagpur",College,Punjab,Hoshiarpur,,2020-21,VERIFIED,C-10285,,2007
CEI-IN-13FCA739829A,"Sachdeva College of Pharmacy, VPO- Gharaun",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10316,,2007
CEI-IN-8F51AE11A020,"Maharaja Ranjit Singh Khalsa Technical College, Batinda",College,Punjab,Bathinda,,2020-21,VERIFIED,C-10317,,2001
CEI-IN-DCE9E89DC320,"Dr. I. T Business school , Jalalapur",College,Punjab,Patiala,,2020-21,VERIFIED,C-10334,,2007
CEI-IN-4C29B9FC52AE,Malout  Institute of Management and Information Technology,College,Punjab,Sri Muktsar Sahib,,2020-21,VERIFIED,C-10336,,1998
CEI-IN-5EE2FD5E8FDF,Gujranwala guru Nanak Institute of Management & Technology,College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10385,,1997
CEI-IN-C2CB2A4BAB79,"Khalsa College of Pharmacy, Amritsar",College,Punjab,Amritsar,,2020-21,VERIFIED,C-10445,,2009
CEI-IN-EBB0302465F0,SHRI C.H. SHAH MAITRI VIDHYAPITH MAHILA COLLEGE OF EDUCATION,College,Gujarat,Surendranagar,,2020-21,VERIFIED,C-1046,,1988
CEI-IN-114D140D65E1,"G.H.G. Khalsa College of Pharmacy, Gurusar Sadhar, Ludhiana",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10501,,1984
CEI-IN-B5FEB62747AC,Lakshay College of Hotel Management,College,Haryana,Panipat,,2020-21,VERIFIED,C-10526,,2009
CEI-IN-7F205D2343AF,Kurukshetra College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10540,,2007
CEI-IN-73901AED86DE,UMIYAJI MAHILA B.ED. COLLEGE DHROL,College,Gujarat,Jamnagar,,2020-21,VERIFIED,C-1055,,2004
CEI-IN-788647E996F3,"D.A.V. College, Ambala City",College,Haryana,Ambala,,2020-21,VERIFIED,C-10553,,1886
CEI-IN-9BDD8AA98CEE,IPSE College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10582,,2010
CEI-IN-0A114B299BFA,Chajju Ram Law College,College,Haryana,Hisar,,2020-21,VERIFIED,C-10583,,2003
CEI-IN-1131FBA8B8CA,"Mahadev Desai Gram Seva Mahavidyalaya (For Girls), Randheja",College,Gujarat,Gandhinagar,,2020-21,VERIFIED,C-1065,,-
CEI-IN-2845FE939170,"Hindi Shiksha Mahavidyalaya, Ahmedabad",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1070,,-
CEI-IN-ABF14D05FCE8,"Indira Gandhi National College, Ladwa (Dhanora), Distt. Kurukshetra",College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10705,,1975
CEI-IN-D93D9579C24F,Budha College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10734,,2007
CEI-IN-E701D9EE68CC,Jat College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10736,,2008
CEI-IN-A6B67C1BEF74,"F.G.M. Government  College, Adampur",College,Haryana,Hisar,,2020-21,VERIFIED,C-10769,,1981
CEI-IN-711B5DE81B41,Ch. Devi Lal College of Education,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10776,,2004
CEI-IN-659439BEF4AE,"B.A.R. Janta College, Kaul",College,Haryana,Kaithal,,2020-21,VERIFIED,C-10783,,1970
CEI-IN-E38A587ADFBD,Swami Devi Dyal Institute of Engineering & Technology,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10823,,2000
CEI-IN-90B44FAE9505,Satyam College of Education for Women,College,Haryana,Jind,,2020-21,VERIFIED,C-10861,,2004
CEI-IN-DEB8EBF37DDB,"Jeevan Chanan Mahila Mahavidyalaya, Assandh",College,Haryana,Karnal,,2020-21,VERIFIED,C-10866,,2003
CEI-IN-304DB94FDE4E,"KLE SOCIETY'S  G I BAGEWADI  ARTS, SCIENCE AND  COMMERCE  COLLEGE,  NIPANI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10141,,1961
CEI-IN-81E417B4AE73,"SRI SADASHIVA B.ED COLLEGE,  MUDHOL",College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10145,,2004
CEI-IN-082FC53A87D2,"Marwadi Education Foundations Group of Institutions (SFI),RAJKOT 734",College,Gujarat,Rajkot,,2020-21,VERIFIED,C-102,,2009
CEI-IN-6A2F8D68204A,HARI VANDANA COLLEGE-RAJKOT,College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1022,,2006
CEI-IN-F47C98F96856,"College  of Basic Sciences and Humanities,Pusa",College,Bihar,Samastipur,,2020-21,VERIFIED,C-10240,,1981
CEI-IN-8CD20003ABAB,"SRI MIRAMBICA B.ED. COLLEGE, RAJKOT",College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1029,,2003
CEI-IN-CAAD838124C0,Government Institute of Pharmaceutical Sciences and Engg,College,Punjab,Amritsar,,2020-21,VERIFIED,C-10292,,2001
CEI-IN-FA8F0B258492,"Govt. Polytechnic College, Patila",College,Punjab,Patiala,,2020-21,VERIFIED,C-10312,,2001
CEI-IN-9902464A1482,"Swami Sarvanand Institute of Engg. & Technology, Dinanagar",College,Punjab,Gurdaspur,,2020-21,VERIFIED,C-10485,,2009
CEI-IN-CE32322A902A,"Universal Institute of Engg. & Technology , Vill Ballopur, Lalru",College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10494,,2009
CEI-IN-5B5153EF2E57,Ganpati Institute of Education for girls,College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10521,,2007
CEI-IN-49F8856B1812,Lala Ami Chand Monga Memorial College of Law,College,Haryana,Ambala,,2020-21,VERIFIED,C-10559,,2007
CEI-IN-98ED60FC4938,Shree Sat Guru Dev College of Education Goalpura Barwala,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10677,,2006
CEI-IN-7A462D9C8DCC,Maharaja Aggrasen College of Education,College,Haryana,Hisar,,2020-21,VERIFIED,C-10685,,2007
CEI-IN-6542E02BF6F1,SOORAJBA COLLEGE OF EDUCATION,College,Gujarat,Mahesana,,2020-21,VERIFIED,C-1079,,2003
CEI-IN-9CBF99A39E29,S.D. Institute of Education for Girls,College,Haryana,Ambala,,2020-21,VERIFIED,C-10719,,2011
CEI-IN-AD7AA7A26731,Dr. B.R. Ambedkar College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10743,,2006
CEI-IN-D3EDC3524EB1,"Government College, Jind",College,Haryana,Jind,,2020-21,VERIFIED,C-10780,,1960
CEI-IN-1905D728A40E,Mahabir College of Education for Women,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10793,,2007
CEI-IN-0007C6DCDCD7,Nalwa College of Education Panipat,College,Haryana,Panipat,,2020-21,VERIFIED,C-10799,,2006
CEI-IN-DAFBACC7C986,M.D.N. College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10820,,2008
CEI-IN-6F5D2D7AD67D,Geeta Engg. College,College,Haryana,Panipat,,2020-21,VERIFIED,C-10842,,2008
CEI-IN-23CBAED8010D,"Mata Sundri Khalsa Girls  College, Nissing (Karnal)",College,Haryana,Karnal,,2020-21,VERIFIED,C-10865,,2004
CEI-IN-81812FBA7074,GOVERNMENT FIRST GRADE COLLEGE  RABKAVI BANAHATTI,College,Karnataka,Bagalkote,,2020-21,VERIFIED,C-10150,,2009
CEI-IN-3362A83A077D,"GOVT FIRST GRADE COLLEGE, SADALGA",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10158,,2002
CEI-IN-8E5C2CFC5E9C,"SPVV SANGHA'S G P PORWAL BCA COLLEGE,  SINDAGI",College,Karnataka,Vijayapura,,2020-21,VERIFIED,C-10176,,2008
CEI-IN-5DB8AD887F5A,"BHRATESH COLLEGE OF EDUCATION, BELLAD BAGEWADI",College,Karnataka,Belagavi,,2020-21,VERIFIED,C-10188,,2004
CEI-IN-975DAA7F3498,Aarupadai Veedu Institute of Technology,College,Tamil Nadu,Chengalpattu,,2020-21,VERIFIED,C-10224,,1998
CEI-IN-C802719699D1,"College of Agricultural Engineering,Pusa",College,Bihar,Samastipur,,2020-21,VERIFIED,C-10243,,1983
CEI-IN-5E56F8CAAD0C,Ram Devi Jindal Educational Charitable Society Group of Institutions,College,Punjab,S.A.S Nagar,,2020-21,VERIFIED,C-10322,,2009
CEI-IN-741528E41CB1,"BIS Baba Isher Singh College of Engg & Technology, Gagra",College,Punjab,Moga,,2020-21,VERIFIED,C-10338,,2008
CEI-IN-C8559FEED523,"Shri Guru Ram Das Institute of Mgt & Tech, VPO- Halwara",College,Punjab,Ludhiana,,2020-21,VERIFIED,C-10364,,2010
CEI-IN-B95A48B6624C,H.M.V.ARTS & COMMERCE COLLEGE-UNA,College,Gujarat,Gir Somnath,,2020-21,VERIFIED,C-1037,,1982
CEI-IN-984BAD5ECA9E,Guru nanak Institute of Engg. & Management,College,Punjab,Hoshiarpur,,2020-21,VERIFIED,C-10372,,2009
CEI-IN-45CE14A992C3,"Baba Ishar Singh College of Pharmacy, Kot-ise-khan",College,Punjab,Moga,,2020-21,VERIFIED,C-10400,,2000
CEI-IN-3FCE8781CD7B,"Lala Lajpat Rai Institute of Engg. & Tech., Moga",College,Punjab,Moga,,2020-21,VERIFIED,C-10486,,1998
CEI-IN-62B3154108E9,SHREE J.S.PARMAR ARTS & COMMERCE COLLEGE-KODINAR,College,Gujarat,Gir Somnath,,2020-21,VERIFIED,C-1050,,1984
CEI-IN-1D18ACACCF99,R.R.PATEL MAHILA ARTS & COMMERCE COLLEGE-RAJKOT,College,Gujarat,Rajkot,,2020-21,VERIFIED,C-1056,,1992
CEI-IN-75D2FE905AAA,"Tilak Raj Chadha Institute of  Management & Technology,",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10644,,1999
CEI-IN-98A611124DFA,Rajadevi Goyal M/P College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10649,,2008
CEI-IN-80F345453C0E,R.K.S.D. College of Education,College,Haryana,Kaithal,,2020-21,VERIFIED,C-10654,,2006
CEI-IN-914DAFFF1880,Bhagwan Parshuram College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10657,,2008
CEI-IN-6790F7B3FFB8,Geeta College of Education,College,Haryana,Panipat,,2020-21,VERIFIED,C-10662,,2006
CEI-IN-15AE70C3D2CC,"Aakash College of Education, Hisar",College,Haryana,Hisar,,2020-21,VERIFIED,C-10683,,2007
CEI-IN-684945033B03,Seth Tek Chand College of Education,College,Haryana,Kurukshetra,,2020-21,VERIFIED,C-10691,,2006
CEI-IN-B67C12AC913F,J.B.M. College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10732,,2008
CEI-IN-779901CB9C5D,Gyan Bharti College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10737,,2007
CEI-IN-73098A69536F,"Govt. College, Barwala",College,Haryana,Hisar,,2020-21,VERIFIED,C-10751,,2008
CEI-IN-33B2C0BCE728,Swami Devi Dyal College of Education,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10867,,2004
CEI-IN-A585FBF5431C,Adarsh College of Education,College,Haryana,Jind,,2020-21,VERIFIED,C-10879,,2008
CEI-IN-4DADCD831256,Brahamrishi College of Education,College,Haryana,Panchkula,,2020-21,VERIFIED,C-10892,,1997
CEI-IN-6C486683B06F,"U.G,C.T.E. College, Baripada",College,Odisha,Mayurbhanj,,2020-21,VERIFIED,C-10920,,1992
CEI-IN-7E22567574B5,"B.P.S College, Barsahi",College,Odisha,Mayurbhanj,,2020-21,VERIFIED,C-10926,,1978
CEI-IN-91EDDE7FF670,"B.T.Women's College,Chhenapodi",College,Odisha,Keonjhar,,2020-21,VERIFIED,C-10964,,1992
CEI-IN-F42273F8E572,Cadila Pharmaceuticals Clinical Research,College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-11,,-
CEI-IN-6C9A12303967,"Arts,Commerce & Science Mahavidyalaya, ASURLE-PORLE",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11016,,2008
CEI-IN-7569A578592D,"Tukaram Krishnaji Kolekar Arts and Commerce College, Nesari, Tal-Gadhinglaj, Dist. Kolhapur, M.S.",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11064,,1995
CEI-IN-40EF5D10BA8A,Deshbhakta Ratnappa Kumbhar College of Commerce,College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11072,,1957
CEI-IN-7AFE6DAC86E3,"Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta",College,Maharashtra,Sangli,,2020-21,VERIFIED,C-11093,,2008
CEI-IN-78AADD2AA9F2,"Karmaveer Bahurao Patil Institute of Management  Studies & Research,",College,Maharashtra,Satara,,2020-21,VERIFIED,C-11094,,2006
CEI-IN-085D71B1A203,"Annasaheb Dange College of Engineering and Technology,  ASHTA",College,Maharashtra,Sangli,,2020-21,VERIFIED,C-11099,,1999
CEI-IN-2F47F788A83A,"Arts, Commerce and Science College Kowad",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11121,,1995
CEI-IN-31622599C6A3,"Shree Aniruddhacharya Sanskrit Mahavidyalaya, Chandod",College,Gujarat,Vadodara,,2020-21,VERIFIED,C-1118,,2009
CEI-IN-459F19043F53,"D. Y. Patil Education Society, D.Y. Patil  Technical campus, Faculty of Management, Talsande  , Tal. Hatkanagle",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11199,,2011
CEI-IN-270C1A95428E,"Dinkarrao K. Shinde College of Education, Kadgaon Road,  Maruti Mal, GADHINGLAJ",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11202,,1990
CEI-IN-3F0AEBFC14D8,"Mahadevrao B.Ed. College, Turkewadi,",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11213,,2008
CEI-IN-E97B7A1F975C,"Chhatrapati Shahu Institute of Business Education and Research ,",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11226,,1976
CEI-IN-C45634AFC058,"Shree Swaminarayan Sanskrit Mahavidyalaya, Dabhan",College,Gujarat,Kheda,,2020-21,VERIFIED,C-1124,,1984
CEI-IN-172F04B377A3,"Himachal Institute of Dental Sciences, Paonta Sahib, Distt. Sirmour",College,Himachal Pradesh,Sirmaur,,2020-21,VERIFIED,C-11255,,2003
CEI-IN-48BA8C6E9127,"Govt.Sanskrit College, Sarain (Chopal), Distt Shimla",College,Himachal Pradesh,Shimla,,2020-21,VERIFIED,C-11295,,1972
CEI-IN-9067132B3051,"Bhagwat Vidyapith Trust Sanchalit Shikshashastri (B.Ed.) Mahavidyalaya, Sola",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1130,,2006
CEI-IN-3829CDEC514A,"Vaishno College of Education Vill. Thapkour, PO Bhadroya, Teh. Nurpur, Distt kangra",College,Himachal Pradesh,Kangra,,2020-21,VERIFIED,C-11302,,2005
CEI-IN-9ABA6D2EEFD6,"T.R. Abhilashi Memorial Institute of Engg. & Technology, Tanda, PO Balt, Distt Mandi",College,Himachal Pradesh,Mandi,,2020-21,VERIFIED,C-11316,,2009
CEI-IN-6F360D8CC24A,"University Institute of Information and Technology, H.P.U, Shimla",College,Himachal Pradesh,Shimla,,2020-21,VERIFIED,C-11332,,2000
CEI-IN-0F44C498D8B0,"Shri Chander Dhar Govt. Degree College, Haripur, Distt. Kangra",College,Himachal Pradesh,Kangra,,2020-21,VERIFIED,C-11342,,1994
CEI-IN-14CA7CC0B577,"Central Research Institute. Kasauli, Distt Solan",College,Himachal Pradesh,Solan,,2020-21,VERIFIED,C-11398,,1905
CEI-IN-09095317168E,"Hindu Girls College, Jagadhri",College,Haryana,Yamunanagar,,2020-21,VERIFIED,C-10888,,1962
CEI-IN-36BBBFB58722,"Udala College, Udala",College,Odisha,Mayurbhanj,,2020-21,VERIFIED,C-10903,,1965
CEI-IN-8B81236B70D4,"Government College of Engineering, Karad",College,Maharashtra,Satara,,2020-21,VERIFIED,C-11009,,1960
CEI-IN-F4D7D23CF423,"Anandbawa Vedant Sanskrit Mahavidyalaya, Dhorivav",College,Gujarat,Jamnagar,,2020-21,VERIFIED,C-1103,,2002
CEI-IN-3FDE4D4DF875,"Sai Special B.Ed.(H.I.) College, Gijavane, Tal. Gadhinglaj Dist. Kolhapur",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11053,,2008
CEI-IN-F421249F2B6D,"Textile & Engineering Institute, Rajwada Chowk, ICHALKARNJI",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11058,,1983
CEI-IN-A6E01580F04B,"Shree Maharani Tarabai Government College of Education, Kolhapur",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11078,,1934
CEI-IN-AF1B79388D4A,"Shree Swaminarayan Sanskrit Mahavidyalaya, Jetalpur",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1108,,1883
CEI-IN-AE4781041D6E,"Tatyasaheb Kore College of Pharmacy, Warananagar.",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11103,,2004
CEI-IN-D66BE0508835,"Jagruti Shikshanshastra Mahavidyalay, Gadhinglaj",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11107,,1990
CEI-IN-7EE2B205C169,"Shree Sarayu Ramanand Sanskrit Mahavidyalaya, Ahmedabad",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1114,,1954
CEI-IN-63986FC44129,"Radhanagari Mahavidyalaya, RADHANAGARI",College,Maharashtra,Kolhapur,,2020-21,VERIFIED,C-11156,,1991
CEI-IN-D4225A5748FF,"Krishna Foundation Sanchalit Jayawant Institute of Management, Vathar",College,Maharashtra,Satara,,2020-21,VERIFIED,C-11175,,2009
CEI-IN-B4371BAB5F09,"Smt.Rajmati Nemgonda Patil Kanya Mahavidyalaya , Sangli",College,Maharashtra,Sangli,,2020-21,VERIFIED,C-11184,,2002
CEI-IN-F96059943708,"Shrimant Bhaiyyasaheb Rajemane Mahavidyalaya, Mhaswad Tal Man Dist Satara",College,Maharashtra,Satara,,2020-21,VERIFIED,C-11205,,1997
CEI-IN-CB25141A5A05,"Darshanam Sanskrit Mahavidyalaya, Chharodi",College,Gujarat,Ahmedabad,,2020-21,VERIFIED,C-1123,,1998
CEI-IN-C749B5DC96E3,"Govt. College Rajgarh, Distt Sirmour",College,Himachal Pradesh,Sirmaur,,2020-21,VERIFIED,C-11270,,2005
CEI-IN-B65976C6049F,"Sarvopalli Radha Krishan Institute Nogli, NH-22, Rampur Bushaher, Distt Shimla",College,Himachal Pradesh,Shimla,,2020-21,VERIFIED,C-11291,,2006
CEI-IN-ACB927347566,"Vijay Institute of Higher Education, VPO Bhangrotu, Tehsil Sadar, Distt. Mandi",College,Himachal Pradesh,Mandi,,2020-21,VERIFIED,C-11297,,2008
CEI-IN-D93DF5CC2420,"Lala Jagat Narain Himotkarsh Government Girls Degree College Kotla Khurd, Distt Una",College,Himachal Pradesh,Una,,2020-21,VERIFIED,C-11306,,2004
CEI-IN-F902CF7A1D13,"Murari Lal Memorial College of Nursing, Solan Distt. Solan",College,Himachal Pradesh,Solan,,2020-21,VERIFIED,C-11310,,2009
CEI-IN-205BF68F701B,"Blooms College of Education, Kot, P.O. Chunahan, Distt Mandi",College,Himachal Pradesh,Mandi,,2020-21,VERIFIED,C-11358,,2003
CEI-IN-E53FB14EE150,"Venkateshwar Vidyapeeth, Village Dhillo, Kumarhatti, Distt. solan",College,Himachal Pradesh,Solan,,2020-21,VERIFIED,C-11319,,2007
CEI-IN-88E39057D70B,Maharana Pratap Government Degree College Amb,College,Himachal Pradesh,Una,,2020-21,VERIFIED,C-11327,,1970
CEI-IN-F645129ECA1A,"L. R. Institutes of Management, Jabli-Kyar, Oachghat, Distt Solan",College,Himachal Pradesh,Solan,,2020-21,VERIFIED,C-11343,,2006
CEI-IN-2B02744BE637,"Govt. Snaskrit College, Nahan, Distt Sirmour",College,Himachal Pradesh,Sirmaur,,2020-21,VERIFIED,C-11395,,1965
CEI-IN-51F84FC97918,R.L. College of Education,College,Haryana,Karnal,,2020-21,VERIFIED,C-10891,,2006
CEI-IN-3E5D39B49020,"C.S College, Champua",College,Odisha,Keonjhar,,2020-21,VERIFIED,C-10923,,1977
CEI-IN-2F52047106A8,"SREE CHAITANYA DEGREE COLLEGE, GOLLAPALLY",College,Telangana,Karimnagar,,2020-21,VERIFIED,C-21472,,2011
